,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
10456,Resort Hotel,0,266,2018,September,39,24,2,4,1,0.0,0,BB,,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,201.0,,0,Transient-Party,34.0,0,0,Check-Out,2018-09-30
10457,Resort Hotel,0,266,2018,September,39,24,2,4,1,0.0,0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,201.0,,0,Transient-Party,35.67,0,0,Check-Out,2018-09-30
10458,Resort Hotel,0,152,2018,September,37,6,7,15,2,0.0,0,HB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,81.82,0,0,Check-Out,2018-09-28
10459,Resort Hotel,0,9,2018,October,44,28,0,2,2,0.0,0,BB,,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,56.0,0,0,Check-Out,2018-10-30
10460,Resort Hotel,0,185,2018,July,28,6,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,110.0,0,0,Check-Out,2018-07-13
10461,Resort Hotel,0,154,2018,October,44,30,1,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,0,Check-Out,2018-11-02
10462,Resort Hotel,0,0,2018,October,44,26,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,329.0,0,Transient,35.1,1,0,Check-Out,2018-10-27
10463,Resort Hotel,0,0,2018,November,48,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,329.0,0,Transient,38.0,1,0,Check-Out,2018-11-27
10464,Resort Hotel,0,23,2018,October,41,4,2,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,E,0,No Deposit,314.0,,0,Contract,46.4,0,0,Check-Out,2018-10-06
10465,Resort Hotel,0,148,2018,August,33,15,2,6,2,1.0,0,HB,PRT,Direct,Direct,0,0,1,E,E,5,No Deposit,,,0,Transient,160.0,1,2,Check-Out,2018-08-23
10466,Resort Hotel,0,241,2018,December,49,4,2,2,1,0.0,0,BB,PRT,Direct,TA/TO,1,1,3,A,E,1,No Deposit,240.0,,0,Transient,29.0,0,4,Check-Out,2018-12-08
10467,Resort Hotel,0,0,2018,December,50,9,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,240.0,,0,Transient,40.0,0,0,Check-Out,2018-12-10
10468,Resort Hotel,0,1,2018,July,27,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,B,0,No Deposit,,270.0,0,Transient,134.0,0,0,Check-Out,2018-07-02
10469,Resort Hotel,0,2,2018,October,43,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,270.0,0,Transient,48.0,0,0,Check-Out,2018-10-22
10470,Resort Hotel,0,3,2018,October,40,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,1,A,D,0,No Deposit,,28.0,0,Transient-Party,48.0,0,0,Check-Out,2018-10-02
10471,Resort Hotel,0,0,2018,November,47,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2018-11-19
10472,Resort Hotel,0,280,2018,October,41,9,3,7,1,0.0,0,BB,GBR,Groups,Direct,0,0,1,E,F,2,No Deposit,273.0,,0,Group,0.0,1,0,Check-Out,2018-10-19
10473,Resort Hotel,0,6,2018,November,46,9,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,E,1,No Deposit,,94.0,0,Transient,25.0,0,0,Check-Out,2018-11-13
10474,Resort Hotel,0,6,2018,November,46,9,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,E,1,No Deposit,,94.0,0,Transient,25.0,1,0,Check-Out,2018-11-13
10475,Resort Hotel,0,96,2018,December,53,28,0,5,2,0.0,0,HB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,,,0,Transient,120.02,0,1,Check-Out,2019-01-03
10476,Resort Hotel,0,89,2018,December,53,30,0,4,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,1,A,D,3,No Deposit,,,0,Transient,134.51,0,1,Check-Out,2019-01-03
10477,Resort Hotel,0,0,2018,October,43,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,E,0,No Deposit,,286.0,0,Transient,48.0,0,0,Check-Out,2018-10-22
10478,Resort Hotel,0,0,2018,October,43,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,3,A,E,0,No Deposit,,286.0,0,Transient,48.0,0,0,Check-Out,2018-10-22
10479,Resort Hotel,0,0,2018,November,46,12,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,F,0,No Deposit,,,0,Transient,45.0,0,1,Check-Out,2018-11-13
10480,Resort Hotel,0,1,2018,September,37,8,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,270.0,0,Transient,134.0,0,0,Check-Out,2018-09-10
10481,Resort Hotel,0,114,2018,September,40,30,2,5,1,0.0,0,BB,IRL,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,240.0,,0,Transient,51.0,0,1,Check-Out,2018-10-07
10482,Resort Hotel,0,1,2018,July,30,19,1,0,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,E,0,No Deposit,,,0,Transient,92.1,1,0,Check-Out,2018-07-20
10483,Resort Hotel,0,1,2018,September,38,15,0,2,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,A,0,No Deposit,,,0,Transient,4.0,1,0,Check-Out,2018-09-17
10484,Resort Hotel,0,0,2018,September,39,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,3,D,I,1,No Deposit,,,0,Transient,81.0,1,0,Check-Out,2018-09-25
10485,Resort Hotel,0,0,2018,December,52,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,94.0,0,Transient,25.0,0,0,Check-Out,2018-12-23
10486,Resort Hotel,0,1,2018,July,29,15,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,,,0,Transient,508.0,1,0,Check-Out,2018-07-16
10487,Resort Hotel,0,5,2018,September,37,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,,200.0,0,Transient,134.0,0,0,Check-Out,2018-09-10
10488,Resort Hotel,0,0,2018,November,49,30,1,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,A,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,2018-12-02
10489,Resort Hotel,0,0,2018,December,49,1,0,1,1,0.0,0,HB,PRT,Complementary,Direct,1,0,1,A,D,1,No Deposit,,,0,Transient,0.0,1,0,Check-Out,2018-12-02
10490,Resort Hotel,0,39,2018,July,28,7,2,8,2,0.0,0,HB,PRT,Direct,Direct,0,0,1,E,E,1,No Deposit,,,0,Transient,107.1,1,2,Check-Out,2018-07-17
10491,Resort Hotel,0,1,2018,August,33,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,E,E,0,No Deposit,,,0,Transient,140.0,1,2,Check-Out,2018-08-15
10492,Resort Hotel,0,29,2018,August,33,15,4,8,2,0.0,0,HB,PRT,Direct,Direct,1,0,2,E,E,5,No Deposit,,,0,Transient,140.0,1,2,Check-Out,2018-08-27
10493,Resort Hotel,0,289,2018,November,47,20,1,2,1,0.0,0,HB,GBR,Groups,TA/TO,0,0,1,A,E,1,No Deposit,134.0,,0,Transient-Party,13.0,0,1,Check-Out,2018-11-23
10494,Resort Hotel,0,0,2018,December,51,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,127.0,,0,Transient,30.5,0,1,Check-Out,2018-12-19
10495,Resort Hotel,0,0,2018,November,46,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,F,0,No Deposit,47.0,,0,Transient,35.0,0,0,Check-Out,2018-11-13
10496,Resort Hotel,0,0,2018,November,48,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,E,E,0,No Deposit,,,0,Transient,44.0,1,0,Check-Out,2018-11-25
10497,Resort Hotel,0,6,2018,December,53,28,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,270.0,0,Transient,35.0,0,0,Check-Out,2018-12-29
10498,Resort Hotel,0,8,2018,October,41,7,1,4,1,0.0,0,SC,PRT,Complementary,Corporate,1,0,2,A,I,2,No Deposit,281.0,,0,Contract,2.4,1,2,Check-Out,2018-10-12
10499,Resort Hotel,0,20,2018,October,43,19,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,G,1,No Deposit,,281.0,0,Transient,42.0,1,3,Check-Out,2018-10-21
10500,Resort Hotel,0,24,2018,October,44,26,9,21,1,0.0,0,SC,PRT,Complementary,Corporate,1,0,4,E,I,5,No Deposit,185.0,281.0,0,Transient-Party,0.0,0,2,Check-Out,2018-11-25
10501,Resort Hotel,0,8,2018,July,29,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,,42.0,0,Transient,134.0,0,0,Check-Out,2018-07-15
10502,Resort Hotel,0,6,2018,November,47,17,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,A,1,No Deposit,,338.0,0,Transient,44.0,1,0,Check-Out,2018-11-18
10503,Resort Hotel,0,150,2018,July,27,2,2,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,55.68,0,0,Check-Out,2018-07-08
10504,Resort Hotel,0,112,2018,December,53,30,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,1,0,1,G,G,0,No Deposit,,,0,Transient-Party,0.0,0,0,Check-Out,2019-01-02
10505,Resort Hotel,0,183,2018,July,27,4,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,55.68,0,0,Check-Out,2018-07-05
10506,Resort Hotel,0,181,2018,July,27,1,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,153.0,0,1,Check-Out,2018-07-05
10507,Resort Hotel,0,126,2018,July,27,1,0,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253.0,,0,Transient,62.5,0,0,Check-Out,2018-07-05
10508,Resort Hotel,0,116,2018,July,27,3,0,2,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,201.0,1,1,Check-Out,2018-07-05
10509,Resort Hotel,0,135,2018,July,27,4,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,G,0,No Deposit,250.0,,0,Transient,154.0,1,0,Check-Out,2018-07-06
10510,Resort Hotel,0,0,2018,July,28,5,1,0,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Group,153.0,0,0,Check-Out,2018-07-06
10511,Resort Hotel,0,110,2018,July,27,1,1,4,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,6.0,,0,Transient,79.59,1,1,Check-Out,2018-07-06
10512,Resort Hotel,0,134,2018,July,28,7,1,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,115.0,,0,Contract,71.55,0,0,Check-Out,2018-07-13
10513,Resort Hotel,0,145,2018,July,27,1,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Contract,82.35,0,0,Check-Out,2018-07-08
10514,Resort Hotel,0,127,2018,July,27,2,2,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,55.68,0,1,Check-Out,2018-07-08
10515,Resort Hotel,0,149,2018,July,27,1,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,55.68,0,0,Check-Out,2018-07-08
10516,Resort Hotel,0,149,2018,July,27,1,2,5,2,1.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,69.6,0,1,Check-Out,2018-07-08
10517,Resort Hotel,0,139,2018,July,28,5,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,122.7,1,1,Check-Out,2018-07-08
10518,Resort Hotel,0,145,2018,July,27,4,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,123.0,1,1,Check-Out,2018-07-09
10519,Resort Hotel,0,152,2018,July,27,2,2,5,1,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,60.35,0,2,Check-Out,2018-07-09
10520,Resort Hotel,0,152,2018,July,27,2,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,60.35,0,2,Check-Out,2018-07-09
10521,Resort Hotel,0,183,2018,July,28,6,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,100.8,0,2,Check-Out,2018-07-09
10522,Resort Hotel,0,226,2018,July,27,2,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Contract,87.75,0,0,Check-Out,2018-07-09
10523,Resort Hotel,0,128,2018,July,28,5,2,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,108.9,1,0,Check-Out,2018-07-09
10524,Resort Hotel,0,147,2018,July,28,7,0,2,2,0.0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,58.95,0,0,Check-Out,2018-07-09
10525,Resort Hotel,0,121,2018,July,27,3,2,5,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Contract,58.95,0,1,Check-Out,2018-07-10
10526,Resort Hotel,0,121,2018,July,27,3,2,5,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Contract,88.95,0,1,Check-Out,2018-07-10
10527,Resort Hotel,0,20,2018,July,28,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,154.0,0,Transient,80.0,0,0,Check-Out,2018-07-10
10528,Resort Hotel,0,2,2018,July,28,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,135.0,0,Transient,134.0,0,0,Check-Out,2018-07-10
10529,Resort Hotel,0,183,2018,July,27,4,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,55.68,0,0,Check-Out,2018-07-10
10530,Resort Hotel,0,230,2018,July,28,6,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,123.0,0,2,Check-Out,2018-07-10
10531,Resort Hotel,0,186,2018,July,28,7,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,123.0,0,1,Check-Out,2018-07-10
10532,Resort Hotel,0,103,2018,July,28,5,2,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,99.7,0,1,Check-Out,2018-07-10
10533,Resort Hotel,0,15,2018,July,28,10,0,0,3,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,E,3,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2018-07-10
10534,Resort Hotel,0,186,2018,July,28,7,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.0,0,1,Check-Out,2018-07-11
10535,Resort Hotel,0,186,2018,July,28,7,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,123.0,0,2,Check-Out,2018-07-11
10536,Resort Hotel,0,185,2018,July,28,6,1,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,49.3,0,0,Check-Out,2018-07-11
10537,Resort Hotel,0,128,2018,July,28,8,0,3,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,129.0,1,1,Check-Out,2018-07-11
10538,Resort Hotel,0,158,2018,July,27,4,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.0,0,0,Check-Out,2018-07-11
10539,Resort Hotel,0,183,2018,July,28,5,2,4,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,77.78,0,0,Check-Out,2018-07-11
10540,Resort Hotel,0,149,2018,July,27,4,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,112.0,0,1,Check-Out,2018-07-11
10541,Resort Hotel,0,151,2018,July,28,7,0,4,2,2.0,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,157.25,0,3,Check-Out,2018-07-11
10542,Resort Hotel,0,127,2018,July,27,4,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,96.9,0,0,Check-Out,2018-07-11
10543,Resort Hotel,0,151,2018,July,28,7,0,4,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,157.25,0,3,Check-Out,2018-07-11
10544,Resort Hotel,0,151,2018,July,28,7,0,4,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,141.2,1,1,Check-Out,2018-07-11
10545,Resort Hotel,0,137,2018,July,28,7,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,110.7,0,1,Check-Out,2018-07-11
10546,Resort Hotel,0,58,2018,July,27,4,2,6,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,112.5,0,4,Check-Out,2018-07-12
10547,Resort Hotel,0,143,2018,July,28,9,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,100.8,1,0,Check-Out,2018-07-12
10548,Resort Hotel,0,123,2018,July,28,5,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,58.95,0,1,Check-Out,2018-07-12
10549,Resort Hotel,0,184,2018,July,28,5,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,55.68,0,0,Check-Out,2018-07-12
10550,Resort Hotel,0,130,2018,July,28,5,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,82.35,1,0,Check-Out,2018-07-12
10551,Resort Hotel,0,130,2018,July,27,4,2,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,,0,Transient,96.95,1,1,Check-Out,2018-07-12
10552,Resort Hotel,0,130,2018,July,27,4,2,6,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,64.9,0,1,Check-Out,2018-07-12
10553,Resort Hotel,0,134,2018,July,28,8,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,84.15,0,0,Check-Out,2018-07-12
10554,Resort Hotel,0,123,2018,July,28,10,0,2,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,149.0,,0,Transient,114.69,0,1,Check-Out,2018-07-12
10555,Resort Hotel,0,129,2018,July,28,9,1,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,55.68,0,0,Check-Out,2018-07-13
10556,Resort Hotel,0,143,2018,July,28,9,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Contract,58.23,0,1,Check-Out,2018-07-13
10557,Resort Hotel,0,143,2018,July,28,9,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Contract,58.23,0,1,Check-Out,2018-07-13
10558,Resort Hotel,0,135,2018,July,28,8,1,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,55.68,0,0,Check-Out,2018-07-13
10559,Resort Hotel,0,159,2018,July,28,6,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,71.55,0,0,Check-Out,2018-07-13
10560,Resort Hotel,0,84,2018,July,27,2,3,8,3,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,5.0,,0,Transient,199.5,1,1,Check-Out,2018-07-13
10561,Resort Hotel,0,1,2018,July,29,12,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,88.2,1,1,Check-Out,2018-07-13
10562,Resort Hotel,0,6,2018,July,29,12,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,123.0,0,2,Check-Out,2018-07-13
10563,Resort Hotel,0,8,2018,September,37,9,0,1,3,0.0,0,BB,PRT,Direct,Direct,1,0,1,G,G,0,No Deposit,,,0,Transient,153.0,1,2,Check-Out,2018-09-10
10564,Resort Hotel,0,30,2018,July,28,6,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,155.0,0,0,Check-Out,2018-07-13
10565,Resort Hotel,0,158,2018,July,28,6,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.7,0,1,Check-Out,2018-07-13
10566,Resort Hotel,0,185,2018,July,28,6,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,110.0,0,0,Check-Out,2018-07-13
10567,Resort Hotel,0,142,2018,July,27,2,3,8,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,69.0,,0,Contract,89.68,0,0,Check-Out,2018-07-13
10568,Resort Hotel,0,143,2018,July,28,9,1,3,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Contract,78.6,0,2,Check-Out,2018-07-13
10569,Resort Hotel,0,143,2018,July,28,9,1,3,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Contract,78.6,0,2,Check-Out,2018-07-13
10570,Resort Hotel,0,157,2018,July,27,4,4,6,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,55.68,0,0,Check-Out,2018-07-14
10571,Resort Hotel,0,118,2018,July,28,7,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,55.68,0,1,Check-Out,2018-07-14
10572,Resort Hotel,0,2,2018,July,29,13,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,117.9,0,1,Check-Out,2018-07-14
10573,Resort Hotel,0,187,2018,July,28,8,2,5,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,69.0,,0,Contract,89.68,1,0,Check-Out,2018-07-15
10574,Resort Hotel,0,162,2018,July,28,7,2,7,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142.0,,0,Contract,110.7,0,1,Check-Out,2018-07-16
10575,Resort Hotel,0,162,2018,July,28,7,2,7,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142.0,,0,Contract,110.7,0,1,Check-Out,2018-07-16
10576,Resort Hotel,0,189,2018,July,28,9,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,99.0,1,0,Check-Out,2018-07-16
10577,Resort Hotel,0,189,2018,July,28,9,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,96.3,0,0,Check-Out,2018-07-16
10578,Resort Hotel,0,155,2018,July,28,5,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,88.4,0,0,Check-Out,2018-07-16
10579,Resort Hotel,0,152,2018,July,27,2,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,88.4,0,0,Check-Out,2018-07-16
10580,Resort Hotel,0,59,2018,July,29,14,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,241.0,,0,Transient,75.46,0,2,Check-Out,2018-07-16
10581,Resort Hotel,0,59,2018,July,29,14,0,2,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,97.25,0,3,Check-Out,2018-07-16
10582,Resort Hotel,0,127,2018,July,27,2,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,104.55,0,1,Check-Out,2018-07-16
10583,Resort Hotel,0,188,2018,July,28,9,2,5,3,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient,159.74,0,0,Check-Out,2018-07-16
10584,Resort Hotel,0,115,2018,July,28,5,4,7,2,0.0,0,HB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69.0,,0,Contract,113.05,0,0,Check-Out,2018-07-16
10585,Resort Hotel,0,0,2018,July,29,15,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,154.0,1,0,Check-Out,2018-07-16
10586,Resort Hotel,0,2,2018,July,29,15,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,,0,Transient,131.0,0,1,Check-Out,2018-07-16
10587,Resort Hotel,0,129,2018,July,28,10,2,4,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,157.5,1,0,Check-Out,2018-07-16
